id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2074964,177,17,0,,,,0,"Vizepräsident Eduard Oswald:

Ich begrüße Sie sehr herzlich und wünsche uns allen einen schönen Nachmittag.

Die Sitzung ist eröffnet.

Ich rufe den Tagesordnungspunkt 1 auf:

Befragung der Bundesregierung

Die Bundesregierung hat als Thema der heutigen Kabinettssitzung mitgeteilt: Gesetzentwurf zur Reform des Seehandelsrechts.

Das Wort für den einleitenden fünfminütigen Bericht hat die Bundesministerin der Justiz, Frau Sabine Leutheusser-Schnarrenberger. Bitte schön, Frau Ministerin.

Sabine Leutheusser-Schnarrenberger, Bundesministerin der Justiz:

Vielen Dank. - Herr Präsident! Sehr geehrte Kolleginnen und Kollegen! Mit dem heute vom Bundeskabinett beschlossenen Gesetzentwurf zur Reform des Seehandelsrechts soll das weitgehend noch aus dem 19. Jahrhundert stammende deutsche Seehandelsrecht den Bedürfnissen der maritimen Wirtschaft im Jahre 2012 angepasst werden. Ziel ist, den Wirtschafts-, Rechts- und Justiz-standort Deutschland zu stärken. Das gilt besonders mit Blick auf Norddeutschland und seine wichtigen Häfen.

Zu diesem Zweck sieht der Gesetzentwurf Folgendes vor: Wir strukturieren in unserem Handelsgesetzbuch, HGB - das ist also leicht zu finden -, das Seehandelsrecht. Wir schaffen aber auch überholte Institute ab. Manche stammen noch aus dem Mittelalter. Bei der sogenannten Partenreederei beispielsweise kommt es allein auf das Eigentum am Schiff an. Das ist mit den Entwicklungen im Gesellschaftsrecht nicht mehr in Einklang zu bringen.

Wir wollen das Gesetz aber auch vereinfachen; denn es geht hier um verschiedene Verträge. Zu den Beförderungsverträgen gehören zum einen die Seefrachtverträge und zum anderen die Personenbeförderungsverträge. Hier werden deutliche Differenzierungen in Bezug auf die Übersichtlichkeit und Klarstellung geschaffen und Unsicherheiten, welche vertraglichen Regelungen noch gelten, beseitigt. Neben den Beförderungsverträgen gibt es noch die Schiffsüberlassungsverträge. Dazu zählen Schiffsmieten und Zeitcharterverträge. All das soll jetzt getrennt geregelt werden. Damit ist es für die Betroffenen übersichtlicher gestaltet.

Zur Neuregelung gehört die Differenzierung zwischen Stückgutfrachtverträgen und Reisefrachtverträgen. Daneben wird die Personenbeförderung vertraglich geregelt.

Ein wichtiger Punkt dieses Gesetzentwurfes ist: Mit unseren Haftungsregelungen orientieren wir uns an internationalen Übereinkommen. Das ist für den Standort Deutschland wichtig. Hätten wir hier ein von internationalen Standards abweichendes Recht, dann wäre es für die Reeder in Deutschland und für die Reeder, die den Haftungsregelungen in Deutschland unterworfen sind, von Nachteil. Es würde dann versucht werden, nicht das deutsche Recht anwenden zu müssen. Wir wollen uns nicht vom Recht anderer wichtiger Seerechtsnationen abkoppeln. Nach deutschem Recht sollen vor allem Beförderer nicht schlechter gestellt werden als Beförderer, die ausländischem Recht unterliegen.

In einem weiteren Punkt nehmen wir eine Änderung vor: Wir halten nicht mehr am gesetzlichen Ausschluss der Haftung von Beförderern fest, wenn es um Schäden geht, die entweder von der Schiffsbesatzung bei der Führung oder der sonstigen Bedienung des Schiffes oder durch Feuer an Bord des Schiffes verursacht werden.

Das ist ein Haftungsausschluss, der aus dem 19. Jahrhundert stammt und der sich heute wohl kaum noch rechtfertigen lässt. Daher machen wir Schluss damit, gerade im Interesse derjenigen, deren Güter mit Schiffen befördert werden.

Auf europäischer Ebene gibt es die EG-Verordnung von 2009 über die Unfallhaftung von Beförderern von Reisenden auf See, die im Dezember dieses Jahres in Kraft tritt. Darin werden die Haftungsregelungen ebenfalls verschärft. Wie wichtig ein guter Schutz von Schiffspassagieren ist, hat der Unfall der Costa Concordia gezeigt. Mit der Reform soll sichergestellt werden, dass das hohe Schutzniveau, das ab Ende dieses Jahres auf EU-Ebene gilt, auch für Schiffsbeförderungen zutrifft, die nicht unter die EG-Verordnung fallen, zum Beispiel bei innerstaatlicher Küstenschifffahrt oder der Binnenschifffahrt. Daher wünschen und hoffen wir, dass das sehr umfangreiche Gesetzentwurfspaket bis zum Ende dieses Jahres beraten und verabschiedet werden kann, sodass wir unser nationales Recht im Gleichklang mit den entsprechenden EU-Regelungen ausrichten können.

Recht herzlichen Dank.",data/txt/17177.txt,speech,
2074965,177,17,0,,,,1,Beifall bei der FDP und der CDU/CSU,data/txt/17177.txt,poi,
2074966,177,17,0,,,,2,"Vizepräsident Eduard Oswald:

Vielen Dank, Frau Ministerin. - Es liegt nun zu diesem Themenbereich, den Sie eben dargestellt haben, die erste Frage vor, und ich gebe das Wort Frau Kollegin Dr. Valerie Wilms. Bitte schön, Frau Kollegin Dr. Wilms.

Dr. Valerie Wilms (BÜNDNIS 90/DIE GRÜNEN):

Vielen Dank, Herr Präsident. - Vielen Dank, Frau Ministerin, für Ihren Bericht. Ganz so euphorisch wie Sie bin ich an dieser Stelle jedoch nicht. Denn es gibt durchaus neue Regeln zum Thema Seehandelsrecht, zum Beispiel die Rotterdam Rules. Es wundert mich schon ein wenig, dass Sie diese Regeln nicht mit herangezogen haben. Es wäre da mehr möglich gewesen. Warum haben Sie die Rotterdam Rules nicht einbezogen?

Sabine Leutheusser-Schnarrenberger, Bundesministerin der Justiz:

Im Bereich Seehandelsrecht gibt es viele international gültige Übereinkommen, so das ursprüngliche Übereinkommen, die Haager Regeln, und das Ergänzungsprotokoll, die Visby-Regeln. Mit den Rotterdam Rules haben wir uns natürlich intensiv beschäftigt, und zwar in den Beratungen, die von einer Sachverständigenkommission fünf Jahre lang vorbereitet wurden und die jetzt über ein Jahr lang intensivste Diskussionen mit allen Interessierten nach sich gezogen haben. Die Rotterdam Rules sind bis heute noch nicht in Kraft. Keiner weiß, wann sie in Kraft treten können. Der Zeitpunkt ist noch ungewiss.

Insofern ist es sicherlich richtig, dass wir uns im Großen und Ganzen an dem aktuell geltenden internationalen Stand der Übereinkommen orientieren. Wir haben allerdings auch einige Punkte aus den Rotterdam Rules - wie gesagt, bis jetzt und auch absehbar nicht in Kraft - übernommen, zum Beispiel die elektronischen Beförderungsdokumente und einige andere Dinge. Insofern hatten wir diese Rules sehr wohl im Blick, haben uns aber nicht ausschließlich an ihnen orientiert.

Vizepräsident Eduard Oswald:

Vielen Dank. - Sie haben eine weitere Nachfrage? Bitte schön, Frau Dr. Wilms, Sie haben das Wort.

Dr. Valerie Wilms (BÜNDNIS 90/DIE GRÜNEN):

Vielen Dank, Herr Präsident. - Nach meinem Wissensstand sind die Rotterdam Rules nunmehr von Spanien ratifiziert worden; 24 Staaten haben sie inzwischen unterzeichnet. Insofern ist es schon ein bisschen erstaunlich, dass Sie fünf Jahre dazu brauchen, das Ganze in Gang zu setzen, und es jetzt nicht schaffen, dass diese Rules von Deutschland ebenfalls unterzeichnet werden. Erläutern Sie mir doch bitte die Gründe für diese Vorgehensweise. Wer hat denn da im Hintergrund gedrückt?

Sabine Leutheusser-Schnarrenberger, Bundesministerin der Justiz:

Es gibt weder im Hintergrund noch im Vordergrund jemanden, der gedrückt hätte. Wir haben uns daran orientiert, welche Auswirkungen die Regelungen, die wir jetzt im Seehandelsrecht verankern, auf den Standort Deutschland haben werden. Zeichnung der Rotterdam Rules heißt ja nicht, dass sie damit sofort in Kraft treten, sondern dazu ist eine Ratifizierung notwendig, die nach allem, was wir wissen, im Moment noch ungewiss ist. Wir wissen nicht, wann sie erfolgt.

Wir müssen auch darauf achten, wie die Situation an anderen Standorten ist. Wir können doch nicht Regelungen, die eindeutig zu einer deutlichen Verschärfung der Haftung führen, bei uns in Kraft setzen, während sie noch nicht von allen Staaten ratifiziert worden sind. Damit würden wir die Reeder in Deutschland benachteiligen, weil die verschärften Regelungen in anderen Staaten noch nicht gelten. Wir müssen die Wettbewerbssituation und die Gefahr von Benachteiligungen im Blick behalten.

Wir haben sehr wohl einige Aspekte der Rotterdam Rules in die umfangreiche Reform einbezogen. Aber das gilt nicht für alle Regelungen, insbesondere nicht für die, die eine Benachteiligung nach sich ziehen, weil sie nirgendwo sonst gelten. Das wäre im Interesse unseres Wirtschaftsstandortes zum gegenwärtigen Zeitpunkt nicht richtig.

Vizepräsident Eduard Oswald:

Vielen Dank. - Als nächsten Fragesteller habe ich unseren Kollegen Herbert Behrens.

Herbert Behrens (DIE LINKE):

Frau Ministerin, Sie haben vor einem Jahr den Referentenentwurf vorgelegt. Eben haben Sie den Begriff der Vereinfachung angeführt. Nebenbei bemerkt: Der Referentenentwurf umfasst 250 Seiten, aber gut. - Es hat nun ein Jahr gedauert, bis man so weit war, heute im Kabinett darüber zu beraten und einen endgültigen Vorschlag vorzulegen. Was hat sich in diesem Zeitraum substanziell verändert? Ist der Zeitraum von einem Jahr der Tatsache geschuldet, dass es wesentliche Überarbeitungen geben musste? Sie haben davon gesprochen, dass Sie sich in diesem Jahr mit Interessierten beraten haben. Ich würde gerne wissen, wer diese Interessierten sind. Es gab eben den Hinweis auf die Reeder, ich denke, diese Gruppe hat bestimmt eine Rolle gespielt.

Ein weiterer Punkt. Haben Sie aufgrund der aktuellen Diskussion über die Sicherheit der Seewege in den Entwurf auch die Problematik aufgrund von Piraterie und die Gewährleistung von Sicherheit auf Passagierschiffen explizit eingearbeitet, was vor einem Jahr in der Form sicherlich noch nicht möglich gewesen ist?

Vizepräsident Eduard Oswald:

Das war die Frage des Kollegen Herbert Behrens. Bitte schön, Frau Bundesministerin.

Sabine Leutheusser-Schnarrenberger, Bundesministerin der Justiz:

Bevor wir diesen Entwurf heute im Kabinett beraten haben, gab es eine Erörterung zu diesem Thema - das ist so üblich -, und zwar mit allen Interessierten. Das ist auf der einen Seite die verladende Industrie, die Schiffe nutzt, um ihre Waren zu transportieren - hier geht es um Haftungsfragen -, das sind auf der anderen Seite diejenigen, die Schiffe - sei es durch Überlassung oder durch Eigentumserwerb - zur Verfügung stellen und damit für Risiken zu haften haben. Das betrifft aber genauso Landesjustizverwaltungen, alle interessierten Verbände und Institutionen, und zwar nicht nur Verbände aus dem Bereich der Wirtschaft. Alle sind zur Abgabe von Stellungnahmen aufgefordert worden und haben umfangreiche Stellungnahmen abgegeben.

Dass es unterschiedliche Stellungnahmen zum Thema Ausgestaltung von Haftungen gibt, ist klar; denn wir verändern sie. Für Personenbeförderungen heben wir die bisher geltende Grenze bei verschuldensabhängiger Haftung auf etwas unter 500 000 Euro an. Für Güterbeförderungen haben wir uns geeinigt, den gesetzlichen Haftungsausschluss für nautisches Verschulden und Feuer zu beseitigen. Der verladenden Industrie ging es darum, eine möglichst scharfe Haftung von Reedern für den Fall zu schaffen, dass es zu Beschädigungen oder Unfällen kommt.

All das zeigt: Es gibt sehr unterschiedliche Interessen, die zu Recht artikuliert werden. Aber wir haben gerade an dem genannten gesetzlichen Haftungsausschluss nicht festgehalten, weil das aus unserer Sicht überhaupt nicht mehr in die heutige Zeit passt.

Der Gesetzentwurf befasst sich nicht mit Piraterie oder ähnlichen Themen. Wir haben für andere Fragen internationale Übereinkommen, die Gültigkeit haben, gerade wenn es um Ölhavarie oder andere Fälle geht. Wir haben in unserem Gesetzentwurf dazu keine weiteren Regelungen aufgenommen.

Vizepräsident Eduard Oswald:

Vielen Dank. - Ich stelle fest, dass zu dem Gesetzentwurf zur Reform des Seehandelsrechts keine weiteren Fragen vorhanden sind. Damit kommen wir zu weiteren Fragen zur heutigen Kabinettssitzung. Gemeldet hat sich unsere Kollegin Frau Dr. Valerie Wilms.

Dr. Valerie Wilms (BÜNDNIS 90/DIE GRÜNEN):

Vielen Dank, Herr Präsident. - Am Montag hat der Club of Rome seinen neuen Bericht vorgelegt: 2052: Eine globale Vorausschau. Es geht um die Grenzen des Wachstums. Dieser Bericht ist in der Presse heute und gestern ausführlich behandelt worden.

Der erste Bericht des Club of Rome führte zum Erdgipfel 1992 in Rio de Janeiro. Die Bundeskanzlerin betont immer wieder gerne, dass Klaus Töpfer und Helmut Kohl den Rio-Prozess vorangetrieben haben. 20 Jahre später, im Juni dieses Jahres, findet die Nachfolgekon-ferenz in Rio statt. Dort werden die Weichen für die nächsten Jahre gestellt. Diese Weichenstellungen sind entscheidend für das Schicksal der Menschheit. Warum hat die Bundeskanzlerin als Vertreterin einer der wichtigsten Industrienationen der Erde ihre Teilnahme abgesagt? War diese Absage Thema der heutigen Kabinettssitzung?

Vizepräsident Eduard Oswald:

Vielen Dank. - Ich gebe das Wort dem Staatsminister bei der Bundeskanzlerin. Bitte schön.

Eckart von Klaeden, Staatsminister bei der Bundeskanzlerin:

Frau Kollegin, das war heute nicht Thema der Kabinettssitzung.",data/txt/17177.txt,speech,
2074967,177,17,0,Dr. Valerie Wilms [BÜNDNIS 90/DIE GRÜNEN],Dr. Valerie Wilms [BÜNDNIS 90/DIE GRÜNEN],valerie-wilms-bundnis-90-die-grunen,3,"Ich habe auch gefragt, warum!",data/txt/17177.txt,poi,gruene
2074968,177,17,0,,,,4,"Vizepräsident Eduard Oswald:

Nächste Fragestellerin ist Frau Kollegin Dagmar Enkelmann.

Dr. Dagmar Enkelmann (DIE LINKE):

Seehandelsrecht scheint ein sehr spannendes Thema zu sein. Es gibt aber noch ein weiteres spannendes Thema - ich gehe jetzt von der See in die Luft -: Gestern ist erneut die Eröffnung des Willy-Brandt-Flughafens verschoben worden. Der Bund ist ebenfalls Eigentümer, nicht nur die Länder Berlin und Brandenburg. Hat sich das Kabinett heute mit der erneuten Verschiebung der Eröffnung beschäftigt? Hat es sich mit den Folgen dieser Verschiebung für den gesamten Luftverkehr beschäftigt? Vor allen Dingen möchte ich wissen: Hat sich das Kabinett mit der Frage beschäftigt, wer für die Mehrkosten aufkommt?

Vizepräsident Eduard Oswald:

Vielen Dank. - Bitte schön, Herr Staatsminister.

Eckart von Klaeden, Staatsminister bei der Bundeskanzlerin:

Frau Kollegin Enkelmann, der Umstand an sich ist vom Verkehrsminister in der Sitzung angesprochen worden. Die umfangreichen Fragen, die Sie an diese Verschiebung geknüpft haben, konnten bisher im Kabinett noch nicht geklärt werden. Zunächst sind die Länder gefordert. Vielleicht erkundigen Sie sich einmal bei der Landesregierung Brandenburg, an der Ihre Partei beteiligt ist.",data/txt/17177.txt,speech,
2074969,177,17,0,Dr. Dagmar Enkelmann [DIE LINKE],Dr. Dagmar Enkelmann [DIE LINKE],dagmar-enkelmann-die-linke,5,Der Bund ist genauso Eigentümer! Also geht es den Bund etwas an!,data/txt/17177.txt,poi,linke
2074970,177,17,0,Dr. Valerie Wilms [BÜNDNIS 90/DIE GRÜNEN],Dr. Valerie Wilms [BÜNDNIS 90/DIE GRÜNEN],valerie-wilms-bundnis-90-die-grunen,6,Der Bund ist Miteigentümer! Da waren wir heute im Verkehrsausschuss weiter!,data/txt/17177.txt,poi,gruene
2074971,177,17,0,,,,7,"Vizepräsident Eduard Oswald:

Vielen Dank. - Nächste Fragestellerin ist unsere Kollegin Ingrid Hönlinger. Dann folgt der Kollege Volker Beck.

Ingrid Hönlinger (BÜNDNIS 90/DIE GRÜNEN):

Vielen Dank. - Wir hatten heute im Rechtsausschuss eine recht lebendige Diskussion über den Gesetzentwurf der Grünen zur Öffnung der Ehe für gleichgeschlecht-liche Paare. Insbesondere ging es in der Diskussion um die Themen Steuerrecht und Adoption. In einer Tickermeldung von heute ist zu lesen, dass das Bundesjus-tizministerium einen Gesetzentwurf zu einer stärkeren Gleichstellung der Lebenspartnerschaft gleichgeschlechtlicher Paare mit der Ehe vorlegen will. Einkommensteuer und Adoption sollen allerdings ausgenommen sein. Ich würde gerne wissen, welche Bereiche geregelt werden sollen und ob dies Thema der Kabinettssitzung war. - Danke.

Vizepräsident Eduard Oswald:

Herr Staatsminister.

Eckart von Klaeden, Staatsminister bei der Bundeskanzlerin:

Das war nicht Gegenstand der Kabinettssitzung, Frau Kollegin. Die Justizministerin ist gerne zur sachlichen Beantwortung der Frage bereit.

Sabine Leutheusser-Schnarrenberger, Bundesministerin der Justiz:

Frau Kollegin, bei dem von Ihnen angesprochenen Entwurf geht es darum: Im Zusammenhang mit der Beantwortung einer Großen Anfrage zur eingetragenen -Lebenspartnerschaft wurde deutlich, dass in vielen Gesetzen Regelungen vorhanden sind, die nicht dem heutigen Rechtsstand eingetragene Lebenspartnerschaft entsprechen. Es sollen entsprechende Korrekturen vorgenommen werden. Materiell-rechtliche Regelungen hinsichtlich des Steuerrechts, insbesondere des Einkommensteuerrechts, und der Adoption sind jedoch nicht enthalten. Zu dem letzten Punkt werden in der Koalition unterschiedliche Auffassungen vertreten. Bezüglich des anderen Punktes warten wir auf die Entscheidung des Bundesverfassungsgerichts.

Vizepräsident Eduard Oswald:

Vielen Dank. - Nächster Fragesteller, wie angekündigt, Kollege Volker Beck.

Volker Beck (Köln) (BÜNDNIS 90/DIE GRÜNEN):

Zum gleichen Thema, zum gleichen Gesetzentwurf. Ich finde es schön, dass unsere Große Anfrage zu einer Gesetzesinitiative aus Ihrem Hause führt, weil Sie endlich gemerkt haben, wo es überall klemmt. Erstaunlich finde ich, dass die größten rechtspolitischen Fragen in den beiden Bereichen Einkommensteuer- und Adop-tionsrecht nicht beantwortet werden. Das andere ist eher rechtsbereinigender Natur.

Ich würde gerne wissen, welchen Status der Gesetzentwurf hat. Heute brüstet man sich in Agenturmeldungen mit diesem Vorstoß. Ist dieser Gesetzentwurf innerhalb der Bundesregierung abgestimmt? Warum war er nicht Gegenstand der Kabinettssitzung, um ihn von der Bundesregierung zu verabschieden? Pustet man einfach einen Referentenentwurf in die Öffentlichkeit, weil am 13. Mai 2012 Landtagswahlen sind, oder steht die Koalition dahinter? Warum verstecken Sie sich bei einer offensichtlichen Diskriminierung im Steuerrecht hinter dem Bundesverfassungsgericht?

Sabine Leutheusser-Schnarrenberger, Bundesministerin der Justiz:

Sehr geehrter Herr Kollege, die Bundesregierung und die Koalitionsfraktionen haben in dem Bereich der eingetragenen Partnerschaft einiges auf den Weg gebracht. Das Gesetz zur Übertragung ehebezogener Regelungen im öffentlichen Dienstrecht auf Lebenspartnerschaften ist in Kraft getreten. Wir haben die Magnus-Hirschfeld-Stiftung geschaffen. Dies war ein einstimmiger Beschluss aller Fraktionen des Bundestages. Von dieser Regierung und den Koalitionsfraktionen ist all das gemacht worden, was von früheren Regierungen nicht gemacht wurde.",data/txt/17177.txt,speech,
2074972,177,17,0,Volker Beck [Köln] [BÜNDNIS 90/DIE GRÜNEN],Volker Beck [Köln] [BÜNDNIS 90/DIE GRÜNEN],volker-beck-koln-bundnis-90-die-grunen,8,Sie sollen etwas zum Referentenentwurf sagen!,data/txt/17177.txt,poi,gruene
2074973,177,17,0,,,,9,"Wir müssen Schritt für Schritt vorgehen, wenn wir in unserer Rechtsordnung Anpassungen vornehmen. Das ist, glaube ich, richtig. Wir werden einen Schritt nach dem anderen gehen. Natürlich gibt es bei einigen Punkten unterschiedliche Auffassungen. Die Punkte, zu denen es unterschiedliche Auffassungen gibt, können nicht - das ist klar - in eine gesetzliche Regelung gegossen werden. Aber das heißt nicht, dass nicht jeder in der -Koalition seine Auffassung und Haltung dazu hat.

Es werden nicht irgendwelche Referentenentwürfe herausgepustet. Wir arbeiten an einem Gesetzentwurf. Es ist ganz normal, dass es etwas dauert, bis eine Kabinettsbefassung ansteht. Deshalb stand dieser Entwurf heute nicht auf der Tagesordnung.

Vizepräsident Eduard Oswald:

Kollege Volker Beck, Sie wollen nachfragen.

Volker Beck (Köln) (BÜNDNIS 90/DIE GRÜNEN):

Frau Ministerin, ich hatte Sie gefragt: Ist dieser Gesetzentwurf oder Referentenentwurf - ich weiß immer noch nicht, was es ist - abgestimmt zwischen den Häusern der Bundesregierung, oder muss diese Abstimmung noch erfolgen? Ist es also ein Vorschlag Ihres Hauses oder ein gemeinsamer Vorschlag der Bundesregierung?

Sabine Leutheusser-Schnarrenberger, Bundesministerin der Justiz:

Man hat dann einen Vorschlag der Bundesregierung, wenn es einen Kabinettsbeschluss gibt. Ein Kabinettsbeschluss wird mit diesem Referentenentwurf vorbereitet. Das ist meine Aufgabe als Verantwortliche für das federführende Ressort. Weil wir uns selbst dazu verpflichtet haben, die entsprechenden notwendigen Rechtsanpassungen vorzunehmen, habe ich als die federführende Ministerin den Auftrag dazu.",data/txt/17177.txt,speech,
