id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2207104,12,18,0,,,,0,"Vizepräsidentin Petra Pau:

Guten Morgen, liebe Kolleginnen und Kollegen! Nehmen Sie bitte Platz. Die Sitzung ist eröffnet.

Bevor wir in die Tagesordnung eintreten, müssen wir einen Geschäftsordnungsantrag behandeln. Die Fraktionen der CDU/CSU und SPD haben fristgerecht beantragt, die heutige Tagesordnung um die Wahl von vier Mitgliedern des Verwaltungsrates der Kreditanstalt für Wiederaufbau zu erweitern. Die Wahl soll im Anschluss an die Geschäftsordnungsdebatte erfolgen, vorausgesetzt das Anliegen der Fraktion Bündnis 90/Die Grünen hat keinen Erfolg.

Das Wort zur Geschäftsordnung hat zunächst die Kollegin Britta Haßelmann.

Britta Haßelmann (BÜNDNIS 90/DIE GRÜNEN):

Guten Morgen, Frau Präsidentin! Meine Damen und Herren! Liebe Kolleginnen und Kollegen! In der Tat: Gestern sollte kurzerhand per amtlicher Mitteilung dieser Vorgang beschlossen werden. Dagegen haben wir Widerspruch eingelegt, weil wir finden: Das muss heute hier diskutiert werden.",data/txt/18012.txt,speech,
2207105,12,18,0,,,,1,Beifall beim BÜNDNIS 90/DIE GRÜNEN,data/txt/18012.txt,poi,
2207106,12,18,0,,,,2,"Ich sage ausdrücklich: Das richtet sich nicht gegen die Personen, die Sie als Mitglieder vorschlagen. Das wissen auch alle handelnden Personen. Es geht uns hier um das Verfahren.

Meine Damen und Herren, worum geht es? Es geht darum, dass der Verwaltungsrat der Kreditanstalt für Wiederaufbau zum ersten Mal in dieser Legislaturperiode heute teilweise neu besetzt werden soll. Er wird nicht legislaturperiodenscharf besetzt, sondern es werden heute drei Plätze von ausscheidenden Mitgliedern nachbesetzt, die ihren Sitz bis zum 31. Dezember 2013 innehatten. Für die 18. Legislaturperiode - darauf haben wir uns in einem gemeinsamen Antrag zur Geschäftsordnung und zu den Stellenanteilen für die Fraktionen verständigt - haben wir als grüne Fraktion den Anspruch, in diesem Verwaltungsrat der Kreditanstalt für Wiederaufbau vertreten zu sein.",data/txt/18012.txt,speech,
2207107,12,18,0,,,,3,Beifall beim BÜNDNIS 90/DIE GRÜNEN sowie der Abg. Dr. Petra Sitte [DIE LINKE],data/txt/18012.txt,poi,
2207108,12,18,0,,,,4,"Das ist richtig und wichtig; denn dort geht es um ganz viele Förderprogramme und ganz viele Bundesgelder. Deshalb ist es selbstverständlich, dass wir als eine von vier Fraktionen einen Vertretungsanspruch haben - dieser Auftrag ist uns zugebilligt nach der gemeinsamen Vereinbarung nach Sainte-Laguë/Schepers - und dass wir unseren Sitz dort wahrnehmen können.",data/txt/18012.txt,speech,
2207109,12,18,0,,,,5,Beifall beim BÜNDNIS 90/DIE GRÜNEN,data/txt/18012.txt,poi,
2207110,12,18,0,,,,6,"Wir haben gegenüber den Fraktionen von SPD und Union deutlich gemacht, dass, wenn jetzt diese erste Besetzung stattfindet, wir die einzige Fraktion sind, die im Moment nicht in diesem Verwaltungsrat vertreten ist. Wir wollen einen dieser Sitze wahrnehmen, um unserem Auftrag gerecht zu werden, gemeinsam mit den anderen Fraktionen Kontrolle auszuüben.",data/txt/18012.txt,speech,
2207111,12,18,0,,,,7,Beifall beim BÜNDNIS 90/DIE GRÜNEN,data/txt/18012.txt,poi,
2207112,12,18,0,,,,8,"Dieses Recht wird uns jetzt verweigert, und zwar mit dem Argument, die Besetzung des Verwaltungsrats wäre nicht an den Beginn der Legislaturperiode gebunden.

Okay, meine Damen und Herren, dann lassen Sie uns dieses Argument mal durchgehen. Warum sagen Sie dann in Ihrer Argumentation: Heute beginnt hier sozusagen die 18. Legislaturperiode, und angesichts der Zusammensetzung des Bundestags in der 18. Legislaturperiode besetzt die Union zwei und die SPD einen der freiwerdenden Sitze? Meine Damen und Herren, da kann doch etwas nicht in Ordnung sein. Sie widersprechen sich doch selbst.",data/txt/18012.txt,speech,
2207113,12,18,0,,,,9,Beifall beim BÜNDNIS 90/DIE GRÜNEN,data/txt/18012.txt,poi,
